stateCode,districtName,policeStationName,contactNumber,email
OR,Bhadrak,Basudevpur Police Station,06784 271228,
OR,Bhadrak,Bhadrak Rural Police Station,06784 250451,
OR,Bhadrak,Bhandari Pokhari Police Station,06786 232561,
OR,Bhadrak,Bonth Polic Station,06784 263130,
OR,Bhadrak,Chandbali Police Staiton,06786 220233,
OR,Bhadrak,D S P P C R  Cell,06784 240536,
OR,Bhadrak,Dhamara Out Post,06784 222622,
OR,Bhadrak,Dhamnagar Police Station,06786 230337,
OR,Bhadrak,Dhusuri Police Station,06786 231134,
OR,Bargarh,Paikmala Police Station,06684 230434,
OR,Bhadrak,Ghanteswar Out Post,06786 223767,
OR,Bhadrak,Gujidarada Out Post,06784 264247,
OR,Bhadrak,Manjuri Road Out Post,06786 233276,
OR,Bhadrak,Moto Our Post,06786 221717,
OR,Bhadrak,Naikandihi Police Station,06784 297831,
OR,Bhadrak,Pirahat Our Post,06784 275944,
OR,Bhadrak,Puruna Bazar T O P,06784 250737,
OR,Bhadrak,Sabranga Out Post,06784 273702,
OR,Bhadrak,SDPO Bhadrak,06784 251084,
OR,Bhadrak,SDPO Chandbali,06786 220264,
OR,Bhadrak,Thidi Police Station,06784 274421,
OR,Bhadrak,Town Police Station,06784 250434,
OR,Boudh,Adenigarh Out Post,06841 263566,
OR,Boudh,Baghiapada Out Post,06841 220100,
OR,Boudh,Baunsuni Police Staiton,06841 228360,
OR,Boudh,Boudh Police Station,06841 222376,
OR,Boudh,CCTNS Cell Boudh,06841 222060,
OR,Boudh,Ghantapada Out Post,06844 259199,
OR,Boudh,Harbhanga Police Station,06843 266607,
OR,Boudh,Purunakatak Police Station,06843 265540,
OR,Boudh,Sagada Out Post,06841 221000,
OR,Boudh,SDPO Boudh,06841 222006,
OR,Deogarh,Addl SP Deogarh,06641 226300,
OR,Deogarh,Barkote Police Station,06643 243203,
OR,Deogarh,D  S P D I B Deogarh,06641 226430,
OR,Deogarh,Deogarh Police Station,06641 226247,
OR,Boudh,Manmunda Police Station,06854 220234,
OR,Deogarh,Kansar Out Post,06649 230100,
OR,Deogarh,Kundhei Police Station,06641 211100,
OR,Deogarh,Reamal Police Staiton,06641 227426,
OR,Deogarh,Laimura Out Post,06641 212100,
OR,Deogarh,SDPO Deogarh,06641 226258,
OR,Boudh,Kantamala Police Station,06844 277234,
OR,Deogarh,Telibani BH,06641 228100,
OR,Dhenkanal,Balimi Police Staiton,06732 254434,
OR,Dhenkanal,Bhapur Out Post,06762 287187,
OR,Dhenkanal,Bhuban Police Station,06769 272134,
OR,Dhenkanal,Gondia Police Station,06762 231127,
OR,Dhenkanal,Hindol Police Station,06732 251223,
OR,Dhenkanal,Govindapur Out Post,06762 243374,
OR,Dhenkanal,Joranda Out Post,06762 239101,
OR,Dhenkanal,Hindol Rd O P Hindol Road,06732 256077,
OR,Dhenkanal,Motonga Police Station,06732 258047,
OR,Dhenkanal,Parjanga Police Station,06768 261038,
OR,Dhenkanal,Police Hospital Dhenkanal,06762 226494,
OR,Dhenkanal,Rasol Police Station,06732 253333,
OR,Dhenkanal,Kamakyanagar Police Station,06769 270424,
OR,Dhenkanal,Kankadahada Police Station,06769 264050,
OR,Dhenkanal,Sadar Police Station,06762 241833,
OR,Dhenkanal,SDPO Kamakhyanagar,06769 270456,
OR,Dhenkanal,SDPO Sadar,06762 224659,
OR,Dhenkanal,Surapratapur Out Post,06769 276423,
OR,Dhenkanal,Town Police Station DKL,06762 226493,
OR,Dhenkanal,Tumusinga Police Station,06769 211606,
OR,Dhenkanal,VHF Station,06762 223860,
OR,Gajapati,Chandragiri Out Post,06816 257417,
OR,Gajapati,Adava Police Station,06816 259622,
OR,Gajapati,Garabandha Police Station,06815 283739,
OR,Gajapati,Gurandi Police Station,06815 283740,
OR,Gajapati,Gumma Out Post,06815 282686,
OR,Gajapati,Khajuripada Out Post,06817 242510,
OR,Gajapati,Mohana Police Station,06816 258335,
OR,Gajapati,Paralakhemundi Police Station,06815 222388,
OR,Gajapati,Parala khemundi Top(I),06815 222675,
OR,Gajapati,Parala khemundi Top (II),06815 222674,
OR,Gajapati,R Udayagiri Police Station,06817 240230,
OR,Gajapati,Ramagiri Police Staiton,06817 252722,
OR,Gajapati,Rayagada Police Station,06815 286305,
OR,Gajapati,SDPO Karala Khemundi,06815 222377,
OR,Gajapati,SDPO R Udayagiri,06817 240340,
OR,Ganjam,Adapada Out Post,06811 211633,
OR,Gajapati,Seranga Police Station,06815 282633,
OR,Ganjam,Aryapalli Out Post,06811 257186,
OR,Ganjam,Aska Police Station,06822 273622,
OR,Ganjam,Aska T O P,06822 273650,
OR,Gajapati,Kasinagar Police Station,06815 284233,
OR,Ganjam,Badagada Police Station,06819 278611,
OR,Ganjam,Balipadar Our Post,06818 246013,
OR,Ganjam,Beguniapada Our Post,06810 260488,
OR,Ganjam,Belaguntha Our Post,06821 258039,
OR,Ganjam,Bhanjanagar Police Station,06821 241124,
OR,Ganjam,Bhejiput Out Post,06810 240737,
OR,Ganjam,Buguda Police Station,06818 251124,
OR,Ganjam,Chamakhandi Police Station,06811 211044,
OR,Ganjam,Chatrapur Police Station,06811 263922,
OR,Ganjam,Dharakote Police Station,06822 268125,
OR,Ganjam,Gangpur Police Station,06822 266279,
OR,Ganjam,Ganjam Police Station,06811 254311,
OR,Ganjam,Hinjili Police Station,06811 280026,
OR,Ganjam,Humma Out Poat,06811 254443,
OR,Ganjam,Jagannathprasad Police Station,06818 262117,
OR,Ganjam,Gallary Out Post,06821 266646,
OR,Ganjam,Kabisuryanagar Police Station,06818 262117,
OR,Ganjam,Khalikote Police Station,06810 256328,
OR,Ganjam,Kodala Police Station,06810 268332,
OR,Ganjam,Kotinada Out Post,06822 273667,
OR,Ganjam,"Dy. Commdt., Ganjam",06811 263010,
OR,Ganjam,Marine Police Station,06811 211044,
OR,Ganjam,Pattapur Police Station,06814 253788,
OR,Ganjam,Polasara Police Staiton,06810 282320,
OR,Ganjam,Purusotampur Police Station,06811 275328,
OR,Ganjam,Rambha Police Station,06810 278330,
OR,Ganjam,SDPO Aska,06822 271344,
OR,Ganjam,Sorada Police Station,06819 270145,
OR,Ganjam,Tarasingi Police Station,06821 264341,
OR,Jagatsinghpur,Abhayachandpur Police Station,,
OR,Ganjam,SDPO BNJ Ganjam,06821 241024,
OR,Jagatsinghpur,Addl S P PDP Jagatsinghpur,06722 222007,
OR,Jagatsinghpur,Balikuda Police Station,06724 238238,
OR,Jagatsinghpur,Biridi Police Staiton,06724 268424,
OR,Jagatsinghpur,DSP D I B Jagatsingahpur,06724 220237,
OR,Ganjam,SDPO Chhtrapur,06811 262000,
OR,Jagatsinghpur,Ersama police Station,06722 246266,
OR,Jagatsinghpur,DSP HqrsJSpur Jagatsinghpur,06724 223293,
OR,Jagatsinghpur,Jagatsingpur Police Staiton,06724 220037,
OR,Jagatsinghpur,Kanakpur Out Post,06722 243469,
OR,Jagatsinghpur,Krishnanadpur Out Post,06722 241904,
OR,Jagatsinghpur,Kujanga Police Staiton,06722 236260,
OR,Jagatsinghpur,Paradeep Police Staiton,06722 230035,
OR,Jagatsinghpur,Marine Police Station,06722 222298,
OR,Jagatsinghpur,Raghunathpur Police Staiton,06724 267765,
OR,Jagatsinghpur,Naugaon Police Staiton,06724 233607,
OR,Jagatsinghpur,Tirtol Police Station,06722 250433,
OR,Jagatsinghpur,SDPO JSpur Jagatsinghpur,06724 223293,
OR,Jajpur,Balichandrapur Police Station,,
OR,Jajpur,Bari Ramachadrapur Police Station,06728 246610,
OR,Jajpur,Binjhapur Police Station,06725 271092,
OR,Jagatsinghpur,Supdt of Police Jagatsinghpur,06724 220115,
OR,Jajpur,Brahmabarada Out Post,06725 264483,
OR,Jajpur,Biraja T O P,06728 222603,
OR,Jajpur,Byree Out Post,06725 270112,
OR,Jajpur,Chandikol Out Post,06725 220028,
OR,Jajpur,Barchana Police Station,06725 220100,
OR,Jajpur,Alakunda Our Post,06728 237451,
OR,Jajpur,Dhanamandal Out Post,06725 220029,
OR,Jajpur,Jaipur Road Police Station,06726 220333,
OR,Jajpur,Jenapur Police Station,06725 211066,
OR,Jajpur,Kaliapani Police Station,06726 268780,
OR,Jajpur,Dharmasala Police Station,06725 273050,
OR,Jajpur,Kalinga nagar Police Station,06726 245720,
OR,Jajpur,Korei Police Station,06726 265035,
OR,Jajpur,Kuakhi Police Station,06725 271092,
OR,Jajpur,Jaipur Police Station,06728 222244,
OR,Jajpur,Mangalpur Police Station,06728 258221,
OR,Jajpur,Panikoili Police Station,06726 240149,
OR,Jajpur,SDPO Jaipur,06728 222042,
OR,Jajpur,SDPO Jaipur Road,06726 220240,
OR,Jajpur,Home Gourd Office,06726 240443,
OR,Jajpur,Sukinda Police Station,06728 230033,
OR,Jharsuguda,Bamal Police Station,06645 279279,
OR,Jharsuguda,Bagdihi Out Post,06640 286100,
OR,Jharsuguda,B T M Out Post,06645 270007,
OR,Jharsuguda,Banharpali Police Station,06645 222611,
OR,Jharsuguda,Belpahad Police Station,06645 250242,
OR,Jharsuguda,Jharsuguda Police Station,06645 272736,
OR,Jharsuguda,Kanaktora B H,06646 213379,
OR,Jajpur,Tamka Police Station,06726 243338,
OR,Jharsuguda,Kandheikela Out Post,06646 213380,
OR,Jharsuguda,B Nagar Police Station,06645 242032,
OR,Jharsuguda,Kolabira Police Station,06645 285124,
OR,Jharsuguda,Kumbharbandh Out Post,06645 275100,
OR,Jharsuguda,Orient Police Station,06645 242052,
OR,Jharsuguda,Laikera Police Station,06645 282038,
OR,Jharsuguda,Lakhanpur Police Station,06645 252212,
OR,Jharsuguda,Rampur Out Post,06645 244204,
OR,Jharsuguda,SDPO B Nagar Jharsuguda,06645 242022,
OR,Jharsuguda,SDPO JSG Jharsuguda,06645 272717,
OR,Jharsuguda,Talapatia Out Post,06645 279200,
OR,Jharsuguda,Sahaspur Out Post,06642 288510,
OR,Kalahandi,Ampani Our Post,06673 219988,
OR,Kalahandi,Bijepur Out Post,06677 211022,
OR,Kalahandi,Biswanathpur Police Station,06677 211420,
OR,Kalahandi,Borda Out Post,06672 248011,
OR,Kalahandi,Chiliguda Out Post,06672 212082,
OR,Jharsuguda,Rengali Police Station,06645 254097,
OR,Kalahandi,D S P D I B Kalahandi,06672 212082,
OR,Kalahandi,Daspur Out Post,06672 212222,
OR,Kalahandi,Golamunda Out Poat,06673 219888,
OR,Kalahandi,Jaipatna Police Station,06673 266228,
OR,Kalahandi,Golamunda Police Station,06672 246721,
OR,Kalahandi,Junagarh Police Station,06672 243226,
OR,Kalahandi,Kalampur Out Post,06673 219333,
OR,Kalahandi,Kalrlamunda Out Post,06676 211008,
OR,Kalahandi,Karlapada Out Post,06670 212011,
OR,Kalahandi,Karlapat Out Post,06675 201232,
OR,Kalahandi,Kegaon Police Station,06672 211420,
OR,Kalahandi,Kesinga Police Station,06670 222004,
OR,Kalahandi,Koksara Police Station,06673 253010,
OR,Kalahandi,Kuturu Out Post,06673 219977,
OR,Kalahandi,Energy Police Station,06670 230210,
OR,Kalahandi,Lanjigarh Police Station,06677 247139,
OR,Kalahandi,M Rampur Police Station,06676 250328,
OR,Kalahandi,Mahangiri Out Post,06676 264040,
OR,Kalahandi,Mahulpatna Out Post,06673 219999,
OR,Kalahandi,Dharmagarh Police Station,06672 212786,
OR,Kalahandi,Motor Out Post,06673 219876,
OR,Kalahandi,Mukhiguda Out Post,,
OR,Kalahandi,Narla Police Station,06677 240138,
OR,Kalahandi,Risida Out Post,,
OR,Kalahandi,Sadar Police Station,06670 230463,
OR,Kalahandi,SDPO Dhrmagarh,06672 242314,
OR,Kalahandi,SDPO Kesinga,06670 222102,
OR,Kalahandi,SDPO Sadar,06670 230413,
OR,Kalahandi,Sikarkupa Out post,06677 211017,
OR,Kalahandi,Th Rampur Police Station,06675 260045,
OR,Kalahandi,Town Police Station,06670 230616,
OR,Kalahandi,Utkela Out Post,06670 228223,
OR,Kalahandi,Palam Out Post,06676 211009,
OR,Kandhamal,Balliguda Police Station,06846 243233,
OR,Kandhamal,Bamunigaon Police Station,06849 249780,
OR,Kandhamal,Budaguda Out Post,06849 245770,
OR,Kandhamal,Chakapada Police Station,06847 212063,
OR,Kandhamal,D S P D I B Kandhamal,06842 253609,
OR,Kandhamal,Daringbadi Police Station,06849 245320,
OR,Kandhamal,G Udayagiri Police Station,06847 260032,
OR,Kandhamal,Gochhapada,06845 262071,
OR,Kandhamal,Belghar Police Station,,
OR,Kandhamal,k naugam Police Staiton,06846 246332,
OR,Kandhamal,Khajuripada Police Station,06842 251523,
OR,Kandhamal,Kotagarh Police Station,06848 220244,
OR,Kandhamal,Linepada Out Post,06847 233251,
OR,Kandhamal,Pasara Out Post,06847 264422,
OR,Kandhamal,Barakhama Out Post,06846 248548,
OR,Kandhamal,Phiringia,06845 267527,
OR,Kandhamal,Raikia Police Station,06847 264637,
OR,Kandhamal,Sadar Police Station,06842 211004,
OR,Kandhamal,SDPO baliguda,06846 243315,
OR,Kandhamal,Sarangada Police Station,06846 247212,
OR,Kandhamal,SDPO Phulbani,06842 253761,
OR,Kandhamal,SDPO G Udayagiri,06847 260688,
OR,Kandhamal,Sudhrukumpa Out Post,06842 201442,
OR,Kandhamal,Tikabali Police Station,06847 263727,
OR,Kandhamal,Town Police Station,06842 253820,
OR,Kendrapara,Control Room,06727 221103,
OR,Kendrapara,Derabish Police Station,06727 263802,
OR,Kendrapara,Energy Police Station,06727 211700,
OR,Kandhamal,Tumudibandha,06840 230344,
OR,Kendrapara,Jamboo Marine Police Station,,
OR,Kendrapara,Kendrapara Police Station,06727 232047,
OR,Kendrapara,Kendrapara Police Station,06727 232222,
OR,Kendrapara,Kudanagari Out Post,06727 276510,
OR,Kendrapara,Mahakalpada Police Station,06727 271331,
OR,Kendrapara,Marsaghai Police Station,06727 221129,
OR,Kendrapara,Nikirai Police Station,06727 221129,
OR,Kendrapara,Patkkura Police Station,06727 260773,
OR,Kendrapara,Pattamundai Police Station,06729 224339,
OR,Kendrapara,Rajkanika Police Station,06729 248640,
OR,Kendrapara,Rajnagar Police Station,06729 242459,
OR,Kendrapara,SDPO Kendrapara,06727 232916,
OR,Kendrapara,SDPO Pttamundai,06729 224372,
OR,Kendrapara,Tlachua Marine Police Station,06729 224372,
OR,Kendrapara,Tantiapal Marine Police Station,06729 224372,
OR,Keonjhar,Anandpur Police Station,06731 240237,
OR,Keonjhar,Bamebari police Station,,
OR,Kendrapara,Aul Police Station,06729 241279,
OR,Keonjhar,Bansabal Out Post,06766 280411,
OR,Keonjhar,Barbil Police Station,06767 275226,
OR,Keonjhar,Baria Police Station,06731 273006,
OR,Keonjhar,Bileipada Out Post,,
OR,Keonjhar,Bolani Police Station,06767 260226,
OR,Keonjhar,Boula Out Post,06784 279004,
OR,Keonjhar,Champua Police Station,06767 240203,
OR,Keonjhar,Compur (DCRB) Keonjhar,06766 255269,
OR,Keonjhar,D F S L Keonjhar,06766 255273,
OR,Keonjhar,Daitari Police Station,06726 248830,
OR,Keonjhar,Dhenkikote Out Post,06733 228330,
OR,Keonjhar,Ghasipura Police Station,06766 231268,
OR,Keonjhar,Ghatagaon Police Station,06766 237023,
OR,Keonjhar,Joda Police Station,06767 272226,
OR,Keonjhar,Kaliahata Out Post,,
OR,Keonjhar,Kanjipani  Police Station,,
OR,Keonjhar,Nandipada Police Staiton,06731 220286,
OR,Keonjhar,Palaspanga Out Poat,06766 255248,
OR,Keonjhar,Pandapada Police Staiton,06766 260590,
OR,Keonjhar,Patna police Station,06731 271022,
OR,Keonjhar,R I Keonjhar,06766 255422,
OR,Keonjhar,Remuli Out Post,,
OR,Keonjhar,Ramachandrapur Police Station,06731 273006,
OR,Keonjhar,Jhumpura Police Station,06766 235248,
OR,Keonjhar,Rugidi Police Station,,
OR,Keonjhar,Sadar Police Station,06731 273006,
OR,Keonjhar,Saharpada Out Post,06796 220458,
OR,Keonjhar,Harichandanpur Police Station,06733 221023,
OR,Keonjhar,Sainkula Out Post,06731 273026,
OR,Keonjhar,SDPO Anandpur,06731 220297,
OR,Keonjhar,SDPO Ghatagaon,06733 223430,
OR,Keonjhar,SDPO Sadar,06766 255274,
OR,Keonjhar,Soso Police Station,06731 262736,
OR,Keonjhar,Suakati Out Post,06766 233192,
OR,Keonjhar,Telkoi Police Station,06735 248221,
OR,Keonjhar,Town Police Station,06766 255423,
OR,Keonjhar,Sdpo Barbil,06767 275212,
OR,Keonjhar,Turumunga Police Station,06766 238040,
OR,Khordha,Balugaon Police Station,06756 250436,
OR,Khordha,Banapur Police Station,06756 253127,
OR,Khordha,Bankoi Out Post,06755 264100,
OR,Khordha,Begunia police Station,06755 230128,
OR,Khordha,Bhusandapur Out Post,06756 258053,
OR,Khordha,Bologarh Police Station,06755 232628,
OR,Khordha,D S P DIB Khordha,06755 223427,
OR,Khordha,Jankia Police Station,06755 240026,
OR,Khordha,Khurda Police Station,06755 220519,
OR,Khordha,Nachuni Out Post,06756 255068,
OR,Khordha,Naval Out Post,06756 257379,
OR,Khordha,Nirakarpur Police Station,06756 212567,
OR,Khordha,Sadar Police Station,06755 220062,
OR,Khordha,SDPO Balugaon,06756 250403,
OR,Khordha,SDPO Khueda,06755 223426,
OR,Khordha,Tangi Police Staiton,06756 254221,
OR,Keonjhar,SDPO Champua,,
OR,Koraput,B. Singhpur Police Station,06860 285096,
OR,Koraput,Baipariguda Police Station,06854 249430,
OR,Koraput,Bhandugaon Police Station,06855 263263,
OR,Koraput,Boriguma Police Station,06860 280046,
OR,Koraput,Damanjodi police Station,06853 254388,
OR,Koraput,Jeypore Sadar Police Station,06854 230944,
OR,Koraput,Dasamantapur Police Station,06852 259539,
OR,Koraput,Jeypore (I) Police Station,06854 232344,
OR,Koraput,Kotpad Police Station,06860 283031,
OR,Koraput,Koraput Sadar Police Station,06852 251241,
OR,Koraput,Kakriguma Police Station,06855 266644,
OR,Koraput,Kundra Police Station,06854 248820,
OR,Koraput,Korapur Town Police Station,06852 250245,
OR,Koraput,Machakunda Police Station,06868 271020,
OR,Koraput,Laxmipur Police Station,06855 258526,
OR,Koraput,Nandapur Police Station,06868 213533,
OR,Koraput,Narayana Patna Police Station,06855 264464,
OR,Koraput,Padwa Police Station,06868 275445,
OR,Koraput,Pottangi Police Station,06853 252533,
OR,Koraput,SDPO Koraput,06852 252959,
OR,Koraput,SDPO laxmiput,,
OR,Koraput,SDPO Nandapur,06853 273514,
OR,Koraput,SDPO Sunabeda,06853 221010,
OR,Koraput,SDPO jaypore,06854 232011,
OR,Koraput,Semiliguda police Station,06853 225347,
OR,Koraput,Sunabeda Police Station,06853 221010,
OR,Malkangiri,Chitrakonda Police Station,06861 236411,
OR,Malkangiri,Jodamba Police Station,06760 240278,
OR,Koraput,SDPO Boriguma,06860 280057,
OR,Malkangiri,Kalimela Police Station,06850 272246,
OR,Malkangiri,M V 79 Police Station,06859 271011,
OR,Malkangiri,Malkangiri Police Staiton,06861 230241,
OR,Malkangiri,Mathili Police Station,06864 265246,
OR,Malkangiri,SDPO Chitrakunda,06861 232438,
OR,Malkangiri,Orkel Police Station,06861 232502,
OR,Mayurbhanj,Badasahi Police Station,06793 277325,
OR,Mayurbhanj,Badambahat Police Station,06794 278222,
OR,Malkangiri,SDPO Malkangiri,06861 231421,
OR,Mayurbhanj,Bahalda Police Station,06794 231222,
OR,Mayurbhanj,Baisinga Police Station,06793 274623,
OR,Mayurbhanj,Bagiriposi Police Station,06791 223223,
OR,Mayurbhanj,Baripada Sadar Police Station,06792 252289,
OR,Mayurbhanj,Baripada Town Police Station,06792 252609,
OR,Mayurbhanj,Betnoti Police Station,06793 220233,
OR,Mayurbhanj,Gorumahisani Police Station,06794 274227,
OR,Mayurbhanj,Jamda Police Station,06794 273217,
OR,Mayurbhanj,Jashipur Police Station,06797 232432,
OR,Mayurbhanj,Jharpokharia Police Station,06791 222229,
OR,Mayurbhanj,Kaptipada Police Station,06795 237319,
OR,Mayurbhanj,Chandua Police Station,06792 272107,
OR,Mayurbhanj,Bisoi Police Station,06794 278421,
OR,Mayurbhanj,Kuliana Police Station,06791 224532,
OR,Mayurbhanj,Mahuldiha Police Station,06796 297899,
OR,Mayurbhanj,Morada Police Station,06793 273328,
OR,Mayurbhanj,Raruan Police Station,06797 282229,
OR,Mayurbhanj,Karinjia Police Station,06796 220248,
OR,Mayurbhanj,Khunta Police Station,06795 234623,
OR,Mayurbhanj,Rasagovindpur Police Station,06793 275475,
OR,Mayurbhanj,Rural Police Staiton,06794 275221,
OR,Mayurbhanj,Sarat Police Station,06795 235095,
OR,Mayurbhanj,SDPO Betnoty,06793 220056,
OR,Mayurbhanj,SDPO Karanjia,06796 220926,
OR,Mayurbhanj,SDPO Rairangapur,06794 222101,
OR,Mayurbhanj,Suliapada Police Station,06792 275123,
OR,Mayurbhanj,Thakurmunda Police Station,06796 284267,
OR,Mayurbhanj,SDPO Sadar,06792 252368,
OR,Mayurbhanj,Tiring Police Station,06794 276224,
OR,Mayurbhanj,Town Police Staiton,06794 222007,
OR,Mayurbhanj,Udala Police Station,06795 232227,
OR,Nabarangpur,Chandahandi Police Staiton,06867 254444,
OR,Nabarangpur,Dabugaon Police Station,06867 255433,
OR,Nabarangpur,Dangarbheja Out Post,06858 229702,
OR,Nabarangpur,Jharigaon Police Station,06857 256644,
OR,Mayurbhanj,SDPO Udala,06795 232027,
OR,Nabarangpur,Kodinga Police Station,06869 243433,
OR,Nabarangpur,Nawarangapur Police Station,06858 222244,
OR,Nabarangpur,Papadahandi Police Station,06869 242233,
OR,Nabarangpur,Raighar Police Station,06866 275546,
OR,Nabarangpur,SDPO Nawarangapur,06858 223990,
OR,Nabarangpur,SDPO Papadahandi,06869 242254,
OR,Nabarangpur,SDPO Umarkote,06866 270655,
OR,Nabarangpur,Tentuli Khunti Police Station,06858 228633,
OR,Nabarangpur,Umarkote Police Station,06866 270243,
OR,Nabarangpur,Khatiguda Police Station,06858 224300,
OR,Nayagarh,Bhahadajhola Out Post,06753 264038,
OR,Nayagarh,Banigochha Police Station,06757 213288,
OR,Nayagarh,Chandpur Out Post,06756 224243,
OR,Nayagarh,Control Room Nayagarh,06756 224243,
OR,Nayagarh,Darpanarayanapur Out Post,06753 214100,
OR,Nayagarh,Energy Police Station,06753 253348,
OR,Nayagarh,Dasapalla Police Station,06757 220024,
OR,Nayagarh,Fategarh Police Station,06757 238024,
OR,Nayagarh,Gania Police Station,06757 226028,
OR,Nayagarh,Godipada Out Post,06753 265171,
OR,Nayagarh,Itamati Police Station,06753 256100,
OR,Nayagarh,J prasad Out Post,06755 290232,
OR,Nayagarh,Koska Out Post,06757 214055,
OR,Nayagarh,Madhyakanda Out Post,06757 213053,
OR,Nayagarh,Mahipur Out Post,0674 2903100,
OR,Nayagarh,Malisahi Out Post,06753 258144,
OR,Nayagarh,Nayagarh Police Station,06753 252100,
OR,Nayagarh,Nuagadiasahi Out Post,06757 213054,
OR,Nayagarh,Khandapara Police Station,06757 230028,
OR,Nayagarh,Nuagaon Police Station,06753 263028,
OR,Nayagarh,Raj Sunakhala Out Post,06755 234992,
OR,Nayagarh,Ranapur Police Station,06755 236028,
OR,Nayagarh,Odagaon Police Station,06753 260028,
OR,Nayagarh,Kantilo Out Post,06757 235041,
OR,Nayagarh,Sadar Police Station,06753 252900,
OR,Nayagarh,Sarankula Police Station,06753 257028,
OR,Nayagarh,SDPO Khandapara,06757 230022,
OR,Nuapada,Beltukuri Police Station,,
OR,Nuapada,Boden Police Station,,
OR,Nuapada,Dh Bandha Police Station,,
OR,Nayagarh,SDPO Nayagarh,06753 252260,
OR,Nuapada,Jonk Police Staiton,,
OR,Nayagarh,SDPO Sarankula,06753 257014,
OR,Nuapada,Khriar Police Station,06671 224323,
OR,Nuapada,Komana Police Station,06679 244540,
OR,Nuapada,Lokhana Police Station,,
OR,Nuapada,Nuapada Police Station,,
OR,Nuapada,SDPO Khariar,,
OR,Nuapada,SDPO Nuapada,06678 225439,
